head,relation,tail
POST_153,mentionsEntity,was waiting
POST_153,mentionsEntity,watching any
POST_153,mentionsEntity,wc to
POST_153,mentionsEntity,will not
POST_153,mentionsEntity,wound which
POST_153,mentionsUser,bccinowglad
POST_153,postedAtHour,9
POST_153,postedAtMonth,Oct
POST_153,postedAtYear,2025
POST_154,hasKeyword,asia cup
POST_154,hasKeyword,world cup
POST_154,hasNumber,2026
POST_154,hasNumber,24
POST_154,hasNumber,40
POST_154,hasSentiment,sent_neutral
POST_154,isAboutEvent,Both
POST_154,isAboutEvent,Events
POST_154,mentionsEntity,Bhai
POST_154,mentionsEntity,Kitne
POST_154,mentionsEntity,Odis
POST_154,mentionsEntity,Phir
POST_154,mentionsEntity,cup plus
POST_154,mentionsEntity,gaye atleast
POST_154,mentionsEntity,gin lo
POST_154,mentionsEntity,kitne ho
POST_154,mentionsEntity,odis hai
POST_154,mentionsEntity,phir asia
POST_154,mentionsEntity,takk hi
POST_154,mentionsEntity,world cup
POST_154,postedAtHour,9
POST_154,postedAtMonth,Oct
POST_154,postedAtYear,2025
POST_155,hasKeyword,asia cup
POST_155,hasNumber,110
POST_155,hasSentiment,sent_neutral
POST_155,isAboutEvent,2025
POST_155,isAboutEvent,Asia
POST_155,isAboutEvent,Cup
POST_155,mentionsEntity,Asia Cup
POST_155,mentionsEntity,Modern Cricket
POST_155,mentionsEntity,Pakistan Cricket Ka
POST_155,mentionsEntity,Strike Rate
POST_155,mentionsEntity,Tanqeed
POST_155,mentionsEntity,asia cup
POST_155,mentionsEntity,bana ker
POST_155,mentionsEntity,becha wo
POST_155,mentionsEntity,cricket ka
POST_155,mentionsEntity,jo chooran
POST_155,mentionsEntity,k modern
POST_155,mentionsEntity,ko captain
POST_155,mentionsEntity,liye hoye
POST_155,mentionsEntity,mai expose
POST_155,mentionsEntity,mai pakistan
POST_155,mentionsEntity,mazaq bana
POST_155,mentionsEntity,naam per
POST_155,mentionsEntity,pori dunya
POST_155,mentionsEntity,strike rate
POST_155,mentionsEntity,tanqeed is
POST_155,mentionsEntity,walay shaks
POST_155,postedAtHour,9
POST_155,postedAtMonth,Oct
POST_155,postedAtYear,2025
POST_156,hasKeyword,asia cup
POST_156,hasNumber,4
POST_156,hasSentiment,sent_neutral
POST_156,isAboutEvent,2025
POST_156,isAboutEvent,Asia
POST_156,isAboutEvent,Cup
POST_156,mentionsEntity,Asia Cup
POST_156,mentionsEntity,India
POST_156,mentionsEntity,Just
POST_156,mentionsEntity,Pakistan
POST_156,mentionsEntity,and final
POST_156,mentionsEntity,cup against
POST_156,mentionsEntity,in asia
POST_156,mentionsEntity,india in
POST_156,mentionsEntity,just like
POST_156,mentionsEntity,league stage
POST_156,mentionsEntity,pakistan fucked
POST_156,postedAtHour,9
POST_156,postedAtMonth,Oct
POST_156,postedAtYear,2025
POST_157,hasKeyword,asia cup
POST_157,hasKeyword,asia cup 2025
POST_157,hasNumber,2010
POST_157,hasNumber,2015
POST_157,hasNumber,2025
POST_157,hasSentiment,sent_neutral
POST_157,isAboutEvent,2025
POST_157,isAboutEvent,Asia
POST_157,isAboutEvent,Cup
POST_157,mentionsEntity,Asia Cup
POST_157,mentionsEntity,He
POST_157,mentionsEntity,India
POST_157,mentionsEntity,Now
POST_157,mentionsEntity,Pakistan
POST_157,mentionsEntity,Pakistani
POST_157,mentionsEntity,Salman Butt
POST_157,mentionsEntity,Tests
POST_157,mentionsEntity,What
POST_157,mentionsEntity,about him
POST_157,mentionsEntity,banned in
POST_157,mentionsEntity,cricketer and
POST_157,mentionsEntity,fixing but
POST_157,mentionsEntity,for spot
POST_157,mentionsEntity,former pakistani
POST_157,mentionsEntity,he was
POST_157,mentionsEntity,in tests
POST_157,mentionsEntity,insights on
POST_157,mentionsEntity,is a
POST_157,mentionsEntity,opening batsman
POST_157,mentionsEntity,prospects vs
POST_157,mentionsEntity,recently sharing
POST_157,mentionsEntity,reinstated in
POST_157,mentionsEntity,s a
POST_157,mentionsEntity,s asia
POST_157,mentionsEntity,salman butt
POST_157,mentionsEntity,the team
POST_157,mentionsEntity,what specifically
POST_157,mentionsEntity,who captained
POST_157,postedAtHour,9
POST_157,postedAtMonth,Oct
POST_157,postedAtYear,2025
POST_158,hasKeyword,asia cup
POST_158,hasSentiment,sent_neutral
POST_158,isAboutEvent,2025
POST_158,isAboutEvent,Asia
POST_158,isAboutEvent,Cup
POST_158,mentionsEntity,Abhishek
POST_158,mentionsEntity,Gill
POST_158,mentionsEntity,abhishek has
POST_158,mentionsEntity,after the
POST_158,mentionsEntity,asia cup
POST_158,mentionsEntity,fraud gill
POST_158,mentionsEntity,more aura
POST_158,mentionsEntity,than that
POST_158,postedAtHour,9
POST_158,postedAtMonth,Oct
POST_158,postedAtYear,2025
POST_159,hasKeyword,asia cup
POST_159,hasNumber,107.93
POST_159,hasNumber,11.33
POST_159,hasNumber,2022
POST_159,hasNumber,6
POST_159,hasNumber,68
POST_159,hasSentiment,sent_neutral
POST_159,isAboutEvent,2025
POST_159,isAboutEvent,Asia
POST_159,isAboutEvent,Cup
POST_159,mentionsEntity,Babar Azam Asia Cup
POST_159,mentionsEntity,a stat
POST_159,mentionsEntity,asia cup
POST_159,mentionsEntity,babar azam
POST_159,mentionsEntity,s always
POST_159,postedAtHour,9
POST_159,postedAtMonth,Oct
POST_159,postedAtYear,2025
POST_16,hasHashtag,#deeptisharma
POST_16,hasHashtag,#iccwomensworldcup
POST_16,hasHashtag,#indvssllokmat
POST_16,hasSentiment,sent_neutral
POST_16,isAboutEvent,None
POST_16,postedAtHour,9
POST_16,postedAtMonth,Sep
POST_16,postedAtYear,2025
POST_160,hasKeyword,world cup
POST_160,hasNumber,1
POST_160,hasNumber,3
POST_160,hasNumber,32
POST_160,hasNumber,5
POST_160,hasNumber,8
POST_160,hasSentiment,sent_positive
POST_160,isAboutEvent,2025
POST_160,isAboutEvent,Cricket
POST_160,isAboutEvent,Cup
POST_160,isAboutEvent,World
POST_160,mentionsEntity,Club World Cup
POST_160,mentionsEntity,Commissioner
POST_160,mentionsEntity,Confederations Champions
POST_160,mentionsEntity,Olympics
POST_160,mentionsEntity,Sports
POST_160,mentionsEntity,Stanley Cup
POST_160,mentionsEntity,World Cup
POST_160,mentionsEntity,World Juniors
POST_160,mentionsEntity,capped at
POST_160,mentionsEntity,club world
POST_160,mentionsEntity,confederations champions
POST_160,mentionsEntity,cup is
POST_160,mentionsEntity,fifa world
POST_160,mentionsEntity,if i
POST_160,mentionsEntity,is capped
POST_160,mentionsEntity,stanley cup
POST_160,mentionsEntity,stay as
POST_160,mentionsEntity,was sports
POST_160,mentionsEntity,world juniors
POST_160,postedAtHour,9
POST_160,postedAtMonth,Oct
POST_160,postedAtYear,2025
POST_161,hasHashtag,#asiancup
POST_161,hasHashtag,#auspol
POST_161,hasHashtag,#cricketjohnmenadue
POST_161,hasNumber,2025/10
POST_161,hasSentiment,sent_neutral
POST_161,isAboutEvent,None
POST_161,mentionsEntity,Sports
POST_161,mentionsEntity,When
POST_161,mentionsEntity,a global
POST_161,mentionsEntity,adversaries and
POST_161,mentionsEntity,at their
POST_161,mentionsEntity,for dialogue
POST_161,mentionsEntity,into respected
POST_161,mentionsEntity,of respect
POST_161,mentionsEntity,spectators into
POST_161,mentionsEntity,the possibilities
POST_161,mentionsEntity,turn rivals
POST_161,mentionsEntity,when rituals
POST_161,postedAtHour,9
POST_161,postedAtMonth,Oct
POST_161,postedAtYear,2025
POST_162,hasKeyword,asia cup
POST_162,hasKeyword,cricket world cup
POST_162,hasKeyword,world cup
POST_162,hasNumber,2023
POST_162,hasSentiment,sent_positive
POST_162,isAboutEvent,Both
POST_162,isAboutEvent,Events
POST_162,mentionsEntity,Also
POST_162,mentionsEntity,Asia Cup
POST_162,mentionsEntity,Cricket World Cup
POST_162,mentionsEntity,Did
POST_162,mentionsEntity,Kohli
POST_162,mentionsEntity,No
POST_162,mentionsEntity,Pakistan
POST_162,mentionsEntity,Rohit Sharma
POST_162,mentionsEntity,Shami
POST_162,mentionsEntity,Siraj
POST_162,mentionsEntity,against pakistan
POST_162,mentionsEntity,and kohli
POST_162,mentionsEntity,and rohit
POST_162,mentionsEntity,backbone anymore
POST_162,mentionsEntity,because it
POST_162,mentionsEntity,cricket world
POST_162,mentionsEntity,cup display
POST_162,mentionsEntity,did you
POST_162,mentionsEntity,great leader
POST_162,mentionsEntity,how revolting
POST_162,mentionsEntity,in match
POST_162,mentionsEntity,know in
POST_162,mentionsEntity,no such
POST_162,mentionsEntity,saffron gear
POST_162,mentionsEntity,shami and
POST_162,mentionsEntity,sharma said
POST_162,mentionsEntity,to wear
POST_162,mentionsEntity,wanted team
POST_162,mentionsEntity,was asia
POST_162,mentionsEntity,would disrespect
POST_162,postedAtHour,9
POST_162,postedAtMonth,Oct
POST_162,postedAtYear,2025
POST_163,hasKeyword,asia cup
POST_163,hasNumber,2
POST_163,hasSentiment,sent_positive
POST_163,isAboutEvent,2025
POST_163,isAboutEvent,Asia
POST_163,isAboutEvent,Cup
POST_163,mentionsEntity,Asia
POST_163,mentionsEntity,England
POST_163,mentionsEntity,Gambhir
POST_163,mentionsEntity,Gill
POST_163,mentionsEntity,His
POST_163,mentionsEntity,India
POST_163,mentionsEntity,Removing Rohit
POST_163,mentionsEntity,They
POST_163,mentionsEntity,and asia
POST_163,mentionsEntity,champions trophy
POST_163,mentionsEntity,cup with
POST_163,mentionsEntity,drawn away
POST_163,mentionsEntity,from captaincy
POST_163,mentionsEntity,gambhir as
POST_163,mentionsEntity,gill to
POST_163,mentionsEntity,his coaching
POST_163,mentionsEntity,india also
POST_163,mentionsEntity,is correct
POST_163,mentionsEntity,is fine
POST_163,mentionsEntity,it gives
POST_163,mentionsEntity,move as
POST_163,mentionsEntity,removing rohit
POST_163,mentionsEntity,series in
POST_163,mentionsEntity,they won
POST_163,mentionsEntity,time for
POST_163,postedAtHour,8
POST_163,postedAtMonth,Oct
POST_163,postedAtYear,2025
POST_164,hasKeyword,asia cup
POST_164,hasSentiment,sent_neutral
POST_164,isAboutEvent,2025
POST_164,isAboutEvent,Asia
POST_164,isAboutEvent,Cup
POST_164,mentionsEntity,Asia
POST_164,mentionsEntity,Gill
POST_164,mentionsEntity,Surya
POST_164,mentionsEntity,a much
POST_164,mentionsEntity,better asia
POST_164,mentionsEntity,cup than
POST_164,mentionsEntity,gill had
POST_164,postedAtHour,8
POST_164,postedAtMonth,Oct
POST_164,postedAtYear,2025
POST_165,hasKeyword,asia cup
POST_165,hasKeyword,asia cup 2025
POST_165,hasKeyword,asia cup final
POST_165,hasNumber,2
POST_165,hasNumber,2025
POST_165,hasNumber,5
POST_165,hasNumber,50
POST_165,hasSentiment,sent_neutral
POST_165,isAboutEvent,2025
POST_165,isAboutEvent,Asia
POST_165,isAboutEvent,Cup
POST_165,mentionsEntity,Asia
POST_165,mentionsEntity,Australia
POST_165,mentionsEntity,Hijra
POST_165,mentionsEntity,Jeetna
POST_165,mentionsEntity,Virat
POST_165,mentionsEntity,against vi
POST_165,mentionsEntity,already ho
POST_165,mentionsEntity,and asia
POST_165,mentionsEntity,aur vi
POST_165,mentionsEntity,australia and
POST_165,mentionsEntity,career ma
POST_165,mentionsEntity,chakka hijra
POST_165,mentionsEntity,chuka ha
POST_165,mentionsEntity,ct ma
POST_165,mentionsEntity,ct sf
POST_165,mentionsEntity,fail hua
POST_165,mentionsEntity,failedasia cup
POST_165,mentionsEntity,final failedct
POST_165,mentionsEntity,final failedodi
POST_165,mentionsEntity,jeetna kohli
POST_165,mentionsEntity,kia kya
POST_165,mentionsEntity,knockoutno motm
POST_165,mentionsEntity,ma motm
POST_165,mentionsEntity,means aage
POST_165,mentionsEntity,motm tha
POST_165,mentionsEntity,na pura
POST_165,mentionsEntity,pakistan ke
POST_165,mentionsEntity,prime pill
POST_165,mentionsEntity,saal ke
POST_165,mentionsEntity,score in
POST_165,mentionsEntity,sf and
POST_165,mentionsEntity,tha against
POST_165,mentionsEntity,tha motmbata
POST_165,mentionsEntity,utna toh
POST_165,mentionsEntity,virat against
POST_165,mentionsEntity,wc final
POST_165,mentionsEntity,wtc final
POST_165,mentionsEntity,ya list
POST_165,postedAtHour,8
POST_165,postedAtMonth,Oct
POST_165,postedAtYear,2025
POST_166,hasKeyword,asia cup
POST_166,hasNumber,2007
POST_166,hasSentiment,sent_positive
POST_166,isAboutEvent,2025
POST_166,isAboutEvent,Asia
POST_166,isAboutEvent,Cup
POST_166,mentionsEntity,Champion
POST_166,mentionsEntity,Krna
POST_166,mentionsEntity,band kr
POST_166,mentionsEntity,champion trophy
POST_166,mentionsEntity,cup winner
POST_166,mentionsEntity,destroy kiya
POST_166,mentionsEntity,draw kaise
POST_166,mentionsEntity,eng maie
POST_166,mentionsEntity,gg india
POST_166,mentionsEntity,hate krna
POST_166,mentionsEntity,ke baad
POST_166,mentionsEntity,team ko
POST_166,mentionsEntity,winner asia
POST_166,postedAtHour,8
POST_166,postedAtMonth,Oct
POST_166,postedAtYear,2025
POST_167,hasKeyword,asia cup
POST_167,hasNumber,2025
POST_167,hasSentiment,sent_positive
POST_167,isAboutEvent,2025
POST_167,isAboutEvent,Asia
POST_167,isAboutEvent,Cup
POST_167,mentionsEntity,Asia
POST_167,mentionsEntity,May
POST_167,mentionsEntity,Same
POST_167,mentionsEntity,Thank God
POST_167,mentionsEntity,Trrriostan
POST_167,mentionsEntity,claimed asia
POST_167,mentionsEntity,cup winner
POST_167,mentionsEntity,otherwise trrriostan
POST_167,mentionsEntity,same way
POST_167,mentionsEntity,thank god
POST_167,mentionsEntity,these matches
POST_167,mentionsEntity,they won
POST_167,mentionsEntity,were live
POST_167,postedAtHour,8
POST_167,postedAtMonth,Oct
POST_167,postedAtYear,2025
POST_168,hasKeyword,asia cup
POST_168,hasSentiment,sent_neutral
POST_168,isAboutEvent,2025
POST_168,isAboutEvent,Asia
POST_168,isAboutEvent,Cup
POST_168,mentionsEntity,abhi recent
POST_168,mentionsEntity,asia cup
POST_168,mentionsEntity,australia ke
POST_168,mentionsEntity,bahut hai
POST_168,mentionsEntity,hai imp
POST_168,mentionsEntity,hai shubhmann
POST_168,mentionsEntity,hue log
POST_168,mentionsEntity,ke khilaaf
POST_168,mentionsEntity,khilaaf final
POST_168,mentionsEntity,ko jaise
POST_168,mentionsEntity,match me
POST_168,mentionsEntity,me aur
POST_168,mentionsEntity,me pak
POST_168,mentionsEntity,on me
POST_168,mentionsEntity,out bhi
POST_168,mentionsEntity,pull marte
POST_168,mentionsEntity,short arm
POST_168,mentionsEntity,to hona
POST_168,mentionsEntity,to thik
POST_168,mentionsEntity,wo sab
POST_168,postedAtHour,8
POST_168,postedAtMonth,Oct
POST_168,postedAtYear,2025
POST_169,hasKeyword,asia cup
POST_169,hasSentiment,sent_positive
POST_169,isAboutEvent,2025
POST_169,isAboutEvent,Asia
POST_169,isAboutEvent,Cup
POST_169,mentionsEntity,Bhai
POST_169,mentionsEntity,a raha
POST_169,mentionsEntity,aa raha
POST_169,mentionsEntity,ab samjh
POST_169,mentionsEntity,bccibecause of
POST_169,mentionsEntity,bhai ne
POST_169,mentionsEntity,bhai samjh
POST_169,mentionsEntity,cricket in
POST_169,mentionsEntity,cup winner
POST_169,mentionsEntity,fan of
POST_169,mentionsEntity,gautamgambhirand also
POST_169,mentionsEntity,karan tha
POST_169,mentionsEntity,kiya rohit
POST_169,mentionsEntity,ko wish
POST_169,mentionsEntity,kuch to
POST_169,mentionsEntity,love rohit
POST_169,mentionsEntity,me sab
POST_169,mentionsEntity,not a
POST_169,mentionsEntity,sharma more
POST_169,mentionsEntity,tak nahi
POST_169,mentionsEntity,tha asia
POST_169,mentionsEntity,this time
POST_169,mentionsEntity,track record
POST_169,mentionsEntity,you r
POST_169,mentionsUser,bccibecause
POST_169,mentionsUser,gautamgambhirand
POST_169,mentionsUser,imro45i
POST_169,postedAtHour,8
POST_169,postedAtMonth,Oct
POST_169,postedAtYear,2025
POST_17,hasHashtag,#cwc25emergencycricketblog
POST_17,hasKeyword,cricket world cup
POST_17,hasKeyword,cwc
POST_17,hasKeyword,cwc25
POST_17,hasKeyword,world cup
POST_17,hasNumber,2025
POST_17,hasSentiment,sent_neutral
POST_17,isAboutEvent,2025
POST_17,isAboutEvent,Cricket
POST_17,isAboutEvent,Cup
POST_17,isAboutEvent,World
POST_17,mentionsEntity,Cricket World Cup
POST_17,mentionsEntity,Guwahati
POST_17,mentionsEntity,India
POST_17,mentionsEntity,Sri Lanka
POST_17,mentionsEntity,Stats
POST_17,mentionsEntity,Women
POST_17,mentionsEntity,a rain
POST_17,mentionsEntity,affected game
POST_17,mentionsEntity,and trivia
POST_17,mentionsEntity,at guwahati
POST_17,mentionsEntity,from the
POST_17,mentionsEntity,hosts sri
POST_17,mentionsEntity,in which
POST_17,mentionsEntity,india saw
POST_17,mentionsEntity,lanka in
POST_17,mentionsEntity,of the
POST_17,mentionsEntity,off co
POST_17,mentionsEntity,opening game
POST_17,mentionsEntity,s cricket
POST_17,mentionsEntity,stats highlights
POST_17,mentionsEntity,world cup
POST_17,postedAtHour,8
POST_17,postedAtMonth,Sep
POST_17,postedAtYear,2025
POST_170,hasKeyword,asia cup
POST_170,hasSentiment,sent_positive
POST_170,isAboutEvent,2025
POST_170,isAboutEvent,Asia
POST_170,isAboutEvent,Cup
POST_170,mentionsEntity,Asia Cup
POST_170,mentionsEntity,Bruh
POST_170,mentionsEntity,Bumrah
POST_170,mentionsEntity,Full
POST_170,mentionsEntity,asia cup
POST_170,mentionsEntity,full desi
POST_170,mentionsEntity,hero hai
POST_170,mentionsEntity,hero toh
POST_170,mentionsEntity,is legendary
POST_170,mentionsEntity,off bumrah
POST_170,mentionsEntity,smashing three
POST_170,postedAtHour,8
POST_170,postedAtMonth,Oct
POST_170,postedAtYear,2025
POST_171,hasKeyword,asia cup
POST_171,hasKeyword,asia cup 2025
POST_171,hasNumber,2025
POST_171,hasSentiment,sent_neutral
POST_171,isAboutEvent,2025
POST_171,isAboutEvent,Asia
POST_171,isAboutEvent,Cup
POST_171,mentionsEntity,Asia Cup
POST_171,mentionsEntity,Confirmed
POST_171,mentionsEntity,Economic Times
POST_171,mentionsEntity,Hindustan Times
POST_171,mentionsEntity,India
POST_171,mentionsEntity,Mohsin Naqvi
POST_171,mentionsEntity,Reports
POST_171,mentionsEntity,Shaheed Zulfiqar Ali Bhutto Excellence Gold Medal
POST_171,mentionsEntity,The Nation
POST_171,mentionsEntity,after india
POST_171,mentionsEntity,and the
POST_171,mentionsEntity,bhutto excellence
POST_171,mentionsEntity,economic times
POST_171,mentionsEntity,for his
POST_171,mentionsEntity,gold medal
POST_171,mentionsEntity,hindustan times
POST_171,mentionsEntity,is set
POST_171,mentionsEntity,mohsin naqvi
POST_171,mentionsEntity,nation indicate
POST_171,mentionsEntity,reports from
POST_171,mentionsEntity,retained it
POST_171,mentionsEntity,s refusal
POST_171,mentionsEntity,stance during
POST_171,mentionsEntity,the asia
POST_171,mentionsEntity,the shaheed
POST_171,mentionsEntity,to receive
POST_171,mentionsEntity,trophy presentation
POST_171,mentionsEntity,where he
POST_171,mentionsEntity,zulfiqar ali
POST_171,postedAtHour,8
POST_171,postedAtMonth,Oct
POST_171,postedAtYear,2025
POST_172,hasKeyword,asia cup
POST_172,hasNumber,6
POST_172,hasSentiment,sent_neutral
POST_172,isAboutEvent,2025
POST_172,isAboutEvent,Asia
POST_172,isAboutEvent,Cup
POST_172,mentionsEntity,Brother
POST_172,mentionsEntity,Pakistan Just
POST_172,mentionsEntity,a match
POST_172,mentionsEntity,about asia
POST_172,mentionsEntity,against pakistan
POST_172,mentionsEntity,also lost
POST_172,mentionsEntity,brother rohit
POST_172,mentionsEntity,cup super
POST_172,mentionsEntity,just check
POST_172,mentionsEntity,sharma was
POST_172,postedAtHour,8
POST_172,postedAtMonth,Oct
POST_172,postedAtYear,2025
POST_173,hasKeyword,asia cup
POST_173,hasKeyword,asia cup final
POST_173,hasNumber,17
POST_173,hasNumber,2
POST_173,hasSentiment,sent_neutral
POST_173,isAboutEvent,2025
POST_173,isAboutEvent,Asia
POST_173,isAboutEvent,Cup
POST_173,mentionsEntity,Hijra
POST_173,mentionsEntity,Virat
POST_173,mentionsEntity,and final
POST_173,mentionsEntity,century saar
POST_173,mentionsEntity,chokli bol
POST_173,mentionsEntity,cup final
POST_173,mentionsEntity,deta hu
POST_173,mentionsEntity,double century
POST_173,mentionsEntity,failedct semifinal
POST_173,mentionsEntity,failedno motm
POST_173,mentionsEntity,failedodi wc
POST_173,mentionsEntity,final failedasia
POST_173,mentionsEntity,hijra chakka
POST_173,mentionsEntity,in knockout
POST_173,mentionsEntity,pill knockout
POST_173,mentionsEntity,till nowbut
POST_173,mentionsEntity,virat is
POST_173,mentionsEntity,virat ko
POST_173,mentionsEntity,wtc final
POST_173,mentionsUser,janardanxjordan
POST_173,postedAtHour,8
POST_173,postedAtMonth,Oct
POST_173,postedAtYear,2025
POST_174,hasKeyword,asia cup
POST_174,hasNumber,3
POST_174,hasSentiment,sent_positive
POST_174,isAboutEvent,2025
POST_174,isAboutEvent,Asia
POST_174,isAboutEvent,Cup
POST_174,mentionsEntity,Asia
POST_174,mentionsEntity,But
POST_174,mentionsEntity,We
POST_174,mentionsEntity,asia cup
POST_174,mentionsEntity,but if
POST_174,mentionsEntity,claim victory
POST_174,mentionsEntity,claimed victory
POST_174,mentionsEntity,in asia
POST_174,mentionsEntity,like we
POST_174,mentionsEntity,live you
POST_174,mentionsEntity,victory in
POST_174,mentionsEntity,was not
POST_174,mentionsEntity,we are
POST_174,mentionsEntity,you claimed
POST_174,postedAtHour,8
POST_174,postedAtMonth,Oct
POST_174,postedAtYear,2025
POST_175,hasKeyword,asia cup
POST_175,hasNumber,11
POST_175,hasNumber,5
POST_175,hasNumber,6
POST_175,hasSentiment,sent_negative
POST_175,isAboutEvent,2025
POST_175,isAboutEvent,Asia
POST_175,isAboutEvent,Cup
POST_175,mentionsEntity,Abe
POST_175,mentionsEntity,Akashdeep
POST_175,mentionsEntity,Anshul
POST_175,mentionsEntity,Asia
POST_175,mentionsEntity,Economy
POST_175,mentionsEntity,Fir
POST_175,mentionsEntity,Mukesh
POST_175,mentionsEntity,Shami
POST_175,mentionsEntity,Where
POST_175,mentionsEntity,Yash
POST_175,mentionsEntity,abe ye
POST_175,mentionsEntity,asia cup
POST_175,mentionsEntity,fir bhi
POST_175,mentionsEntity,he deserve
POST_175,mentionsEntity,hell does
POST_175,mentionsEntity,how the
POST_175,mentionsEntity,in the
POST_175,mentionsEntity,ki economy
POST_175,mentionsEntity,kra h
POST_175,mentionsEntity,kya galat
POST_175,mentionsEntity,m dhoya
POST_175,mentionsEntity,m pela
POST_175,mentionsEntity,other fast
POST_175,mentionsEntity,parchi h
POST_175,mentionsEntity,sabse badi
POST_175,mentionsEntity,se ct
POST_175,mentionsEntity,shami n
POST_175,mentionsEntity,to be
POST_175,mentionsEntity,where r
POST_175,mentionsEntity,yash dayal
POST_175,postedAtHour,8
POST_175,postedAtMonth,Oct
POST_175,postedAtYear,2025
POST_176,hasKeyword,asia cup
POST_176,hasNumber,183
POST_176,hasSentiment,sent_neutral
POST_176,isAboutEvent,2025
POST_176,isAboutEvent,Asia
POST_176,isAboutEvent,Cup
POST_176,mentionsEntity,Asia
POST_176,mentionsEntity,Kavi
POST_176,mentionsEntity,Kia
POST_176,mentionsEntity,Knockout
POST_176,mentionsEntity,Koi
POST_176,mentionsEntity,Virat
POST_176,mentionsEntity,and asia
POST_176,mentionsEntity,chakka pill
POST_176,mentionsEntity,chase ha
POST_176,mentionsEntity,cup ma
POST_176,mentionsEntity,icc final
POST_176,mentionsEntity,jaisa virat
POST_176,mentionsEntity,kavi pakistan
POST_176,mentionsEntity,ke against
POST_176,mentionsEntity,ki chakka
POST_176,mentionsEntity,kia chakka
POST_176,mentionsEntity,kia tha
POST_176,mentionsEntity,knockout ma
POST_176,mentionsEntity,koi asi
POST_176,mentionsEntity,ma runs
POST_176,mentionsEntity,motm ha
POST_176,mentionsEntity,na hobert
POST_176,mentionsEntity,pakistan ke
POST_176,mentionsEntity,pill ka
POST_176,mentionsEntity,pill na
POST_176,mentionsEntity,pressure handle
POST_176,mentionsEntity,record breaking
POST_176,mentionsEntity,wc ma
POST_176,postedAtHour,8
POST_176,postedAtMonth,Oct
POST_176,postedAtYear,2025
POST_177,hasKeyword,asia cup
POST_177,hasKeyword,asia cup 2025
POST_177,hasNumber,2025
POST_177,hasSentiment,sent_neutral
POST_177,isAboutEvent,2025
POST_177,isAboutEvent,Asia
POST_177,isAboutEvent,Cup
POST_177,mentionsEntity,Asia
POST_177,mentionsEntity,Dubai
POST_177,mentionsEntity,asia cup
POST_177,mentionsEntity,box during
POST_177,mentionsEntity,dubai press
POST_177,mentionsEntity,with legendary
POST_177,mentionsUser,wasimakramlive
POST_177,postedAtHour,8
POST_177,postedAtMonth,Oct
POST_177,postedAtYear,2025
POST_178,hasKeyword,asia cup
POST_178,hasNumber,4
POST_178,hasSentiment,sent_neutral
POST_178,isAboutEvent,2025
POST_178,isAboutEvent,Asia
POST_178,isAboutEvent,Cup
POST_178,mentionsEntity,Asia Cup
POST_178,mentionsEntity,Couldn
POST_178,mentionsEntity,asia cup
POST_178,mentionsEntity,bilateral series
POST_178,mentionsEntity,t won
POST_178,mentionsEntity,won but
POST_178,postedAtHour,8
POST_178,postedAtMonth,Oct
POST_178,postedAtYear,2025
POST_179,hasKeyword,asia cup
POST_179,hasKeyword,asia cup final
POST_179,hasSentiment,sent_neutral
POST_179,isAboutEvent,2025
POST_179,isAboutEvent,Asia
POST_179,isAboutEvent,Cup
POST_179,mentionsEntity,Asia
POST_179,mentionsEntity,Everything
POST_179,mentionsEntity,Samson
POST_179,mentionsEntity,but kudos
POST_179,mentionsEntity,cup finals
POST_179,mentionsEntity,everything aside
POST_179,mentionsEntity,for that
POST_179,mentionsEntity,for the
POST_179,mentionsEntity,he came
POST_179,mentionsEntity,held his
POST_179,mentionsEntity,impacful knock
POST_179,mentionsEntity,in terms
POST_179,mentionsEntity,innings asia
POST_179,mentionsEntity,nerves even
POST_179,mentionsEntity,of situation
POST_179,mentionsEntity,small but
POST_179,mentionsEntity,though it
POST_179,mentionsEntity,to samson
POST_179,mentionsEntity,was a
POST_179,mentionsEntity,way he
POST_179,postedAtHour,8
POST_179,postedAtMonth,Oct
POST_179,postedAtYear,2025
POST_18,hasHashtag,#cwc25icc
POST_18,hasHashtag,#indvsl
POST_18,hasKeyword,cricket world cup
POST_18,hasKeyword,cwc
POST_18,hasKeyword,cwc25
POST_18,hasKeyword,world cup
POST_18,hasNumber,1
POST_18,hasSentiment,sent_neutral
POST_18,isAboutEvent,2025
POST_18,isAboutEvent,Cricket
POST_18,isAboutEvent,Cup
POST_18,isAboutEvent,World
POST_18,mentionsEntity,Cricket World Cup
POST_18,mentionsEntity,India
POST_18,mentionsEntity,Match
POST_18,mentionsEntity,Sri Lanka
POST_18,mentionsEntity,Women
POST_18,mentionsEntity,india v
POST_18,mentionsEntity,s cricket
POST_18,mentionsEntity,sri lanka
POST_18,mentionsEntity,world cup
POST_18,postedAtHour,8
POST_18,postedAtMonth,Sep
POST_18,postedAtYear,2025
POST_180,hasKeyword,asia cup
POST_180,hasSentiment,sent_neutral
POST_180,isAboutEvent,2025
POST_180,isAboutEvent,Asia
POST_180,isAboutEvent,Cup
POST_180,mentionsEntity,Asia
POST_180,mentionsEntity,Medal
POST_180,mentionsEntity,Pakistanis
POST_180,mentionsEntity,Such
POST_180,mentionsEntity,indeed clowns
POST_180,mentionsEntity,loosing asia
POST_180,mentionsEntity,medal for
POST_180,mentionsEntity,pakistanis are
POST_180,mentionsEntity,such a
